0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+01 8.614620658820822996e+01
4.000000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+01 1.120535458682909393e+02
8.000000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+01 9.628328714450904613e+01
1.200000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 9.407593566951125297e+01
1.600000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 1.057664330764355327e+02
2.000000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 9.121586447764053673e+01
2.400000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 1.053397801906753415e+02
2.800000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 1.028393159340530048e+02
3.200000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 8.686008599251977103e+01
3.600000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 8.826279045972570714e+01
4.000000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 9.761119756859858398e+01
4.400000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 9.961613779791150591e+01
4.800000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 1.079893342858882903e+02
5.200000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 1.062055660695921233e+02
5.600000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 8.980875477296838483e+01
6.000000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 8.957599040388191725e+01
6.400000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 1.045940773886855624e+02
6.800000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 1.003758966940002040e+02
7.200000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 1.057268182994239965e+02
7.600000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 9.195120383311046908e+01
8.000000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 9.760709265214572383e+01
8.400000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 9.515933632442484225e+01
8.800000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 1.048601324580181426e+02
9.200000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 9.891236092697465665e+01
9.600000000000000000e+03 0.000000000000000000e+00 1.000000000000000000e+01 9.686125496971214943e+01
1.000000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.248344122425436638e+02
1.040000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.967701625711580959e+01
1.080000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.103139091922916890e+02
1.120000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 8.849382668733898072e+01
1.160000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.017805341253587841e+02
1.200000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.031070597030507230e+02
1.240000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.032781748245549949e+02
1.280000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.451786690788689782e+01
1.320000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 8.102431350467422533e+01
1.360000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.100177296711928250e+02
1.400000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.133186686236416563e+01
1.440000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.693590285417278096e+01
1.480000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.072716537549794111e+02
1.520000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.105790545433760883e+02
1.560000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.217209505403847913e+02
1.600000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.120883659618172743e+02
1.640000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 8.143943079231547699e+01
1.680000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.694113509203171475e+01
1.720000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.001805241592586810e+02
1.760000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.211805229332478007e+02
1.800000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 8.546716948381069301e+01
1.840000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.661184153287796050e+01
1.880000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.047375778744939936e+02
1.920000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.011895519220771433e+02
1.960000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.417832056260928653e+01
2.000000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.323745615721210243e+02
2.040000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.000782001136762744e+02
2.080000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.211124658893138530e+02
2.120000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 8.635975658665192611e+01
2.160000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.875909730988014701e+01
2.200000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.104464994770773956e+01
2.240000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.045041453934275637e+02
2.280000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.105599347436122741e+02
2.320000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.643822241603361078e+01
2.360000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.326618464284270260e+01
2.400000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.094784513437409430e+02
2.440000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.128309324683947352e+02
2.480000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.024918608135519094e+02
2.520000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.147899919951007206e+02
2.560000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.000004179685196135e+02
2.600000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.480823655128970984e+01
2.640000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.840630072943079654e+01
2.680000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.864625959346469131e+01
2.720000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 8.698093511153092550e+01
2.760000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.298011555348021773e+01
2.800000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 8.330264311597166227e+01
2.840000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.080601454162555370e+02
2.880000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.698184864048951681e+01
2.920000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.027813447251853205e+02
2.960000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.153215398472836881e+02
3.000000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.529967268692243465e+01
3.040000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.704649407182174059e+01
3.080000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 9.438042428186385280e+01
3.120000000000000000e+04 0.000000000000000000e+00 1.000000000000000000e+01 1.117057678019092890e+02
